CustomerKey,FirstPurchase,LastPurchase,PurchaseCount,TotalAmount,AverageAmount,LifecycleDays,Cluster
20159,2011-10-13,2013-02-07,5,4167.23,833.4459999999999,483,3
20160,2011-09-29,2013-02-22,6,4237.22,706.2033333333334,512,3
20211,2011-10-16,2013-06-01,3,5333.25,1777.75,594,3
20212,2013-05-20,2013-12-15,6,100.74,16.79,209,2
20213,2011-10-02,2013-06-05,3,6029.57,2009.8566666666666,612,3
20214,2011-10-13,2013-06-25,3,5304.25,1768.0833333333333,621,3
20215,2011-10-21,2013-06-07,2,5279.26,2639.63,595,3
20216,2011-10-23,2013-06-04,4,5338.74,1334.685,590,3
20217,2011-10-10,2013-06-04,5,6089.59,1217.9180000000001,603,0
20218,2013-04-24,2013-05-03,7,104.69,14.955714285714285,9,2
20219,2011-10-18,2013-05-31,5,6044.59,1208.9180000000001,591,0
20220,2011-10-27,2013-06-06,5,6060.5,1212.1,588,0
20221,2011-10-18,2013-06-15,4,6035.599999999999,1508.8999999999999,606,0
20222,2013-06-07,2013-12-18,5,74.45,14.89,194,2
20223,2013-11-05,2013-12-28,8,187.38,23.4225,53,2
20224,2013-10-03,2013-10-05,4,44.46,11.115,2,2
20225,2011-10-18,2013-06-16,3,6056.61,2018.87,607,3
20226,2011-10-11,2013-06-05,5,6067.2,1213.44,603,0
20227,2011-10-21,2013-06-22,3,6054.22,2018.0733333333335,610,3
20228,2011-10-28,2013-05-30,5,6093.2,1218.6399999999999,580,0
20229,2013-08-19,2013-08-19,3,69.97,23.323333333333334,0,1
20230,2013-06-13,2013-06-13,2,32.28,16.14,0,1
20231,2013-05-23,2013-05-23,3,60.470000000000006,20.15666666666667,0,3
20232,2013-06-13,2013-06-13,4,91.95,22.9875,0,2
20233,2013-05-03,2013-05-03,3,69.97,23.323333333333334,0,3
20234,2013-02-23,2013-02-23,2,32.28,16.14,0,3
20235,2013-12-13,2013-12-13,2,34.98,17.49,0,1
20236,2011-10-27,2013-06-30,2,5279.26,2639.63,612,3
20237,2013-02-01,2013-02-01,1,21.49,21.49,0,3
20238,2011-10-21,2013-06-23,2,6021.62,3010.81,611,3
20239,2011-10-23,2013-06-19,5,6093.2,1218.6399999999999,605,0
20240,2013-10-16,2013-10-16,3,56.96,18.986666666666668,0,1
20241,2011-10-13,2013-07-20,5,5347.23,1069.446,646,0
20242,2011-10-09,2013-06-13,6,6068.45,1011.4083333333333,613,0
20243,2013-05-22,2013-05-22,3,60.470000000000006,20.15666666666667,0,3
20244,2011-10-18,2013-06-13,2,6021.62,3010.81,604,3
20245,2011-10-01,2013-07-21,5,6085.59,1217.118,659,0
20246,2011-09-30,2013-06-30,4,6035.599999999999,1508.8999999999999,639,0
20247,2011-10-05,2013-07-25,3,6056.61,2018.87,659,0
20248,2013-12-26,2013-12-26,3,69.97,23.323333333333334,0,1
20249,2011-10-16,2013-07-24,3,5333.25,1777.75,647,3
20250,2013-04-18,2013-04-18,3,37.27,12.423333333333334,0,3
20251,2013-04-22,2013-04-22,3,59.47,19.823333333333334,0,3
20252,2013-09-01,2013-09-01,3,69.97,23.323333333333334,0,1
20253,2011-09-30,2013-07-26,4,6035.599999999999,1508.8999999999999,665,0
20254,2013-09-16,2013-09-16,3,60.470000000000006,20.15666666666667,0,1
20255,2013-02-10,2013-02-10,2,75.48,37.74,0,3
20256,2011-11-10,2013-07-17,3,6029.57,2009.8566666666666,615,0
20258,2011-11-22,2013-07-13,3,6029.57,2009.8566666666666,599,0
20259,2011-11-01,2013-07-19,3,6029.57,2009.8566666666666,626,0
20260,2011-11-10,2013-06-30,3,5314.25,1771.4166666666667,598,3
20261,2011-11-13,2013-07-30,3,5314.25,1771.4166666666667,625,3
20262,2013-07-01,2013-07-01,3,27.77,9.256666666666666,0,1
20263,2013-11-26,2013-11-26,1,21.49,21.49,0,1
20264,2011-11-23,2013-07-23,3,5333.25,1777.75,608,3
20265,2013-03-13,2013-03-13,2,32.28,16.14,0,3
20266,2013-04-20,2013-04-20,3,60.470000000000006,20.15666666666667,0,3
20267,2013-08-05,2013-08-05,3,49.97,16.656666666666666,0,1
20268,2013-10-23,2013-10-23,1,21.49,21.49,0,1
20269,2013-10-28,2013-10-28,1,4.99,4.99,0,1
20277,2013-05-03,2013-05-03,1,4.99,4.99,0,3
20282,2013-07-05,2013-07-05,3,37.269999999999996,12.423333333333332,0,1
20283,2011-11-06,2013-08-19,3,5314.25,1771.4166666666667,652,0
20284,2011-11-11,2013-08-28,5,5328.23,1065.646,656,0
20314,2013-11-22,2013-11-22,3,67.93,22.643333333333334,0,1
20316,2013-02-26,2013-02-26,2,39.980000000000004,19.990000000000002,0,3
20317,2013-03-28,2013-03-28,2,58.980000000000004,29.490000000000002,0,3
20402,2013-06-16,2013-06-16,1,4.99,4.99,0,1
20403,2013-12-24,2013-12-24,2,7.28,3.64,0,1
20406,2013-09-08,2013-09-08,2,59.980000000000004,29.990000000000002,0,1
20407,2013-08-14,2013-08-14,1,4.99,4.99,0,1
20415,2013-08-13,2013-08-13,2,13.98,6.99,0,1
20416,2011-11-01,2013-02-27,2,4118.26,2059.13,484,3
20417,2013-04-17,2013-04-17,3,67.97,22.656666666666666,0,3
20418,2011-11-22,2013-02-25,4,4207.24,1051.81,461,3
20419,2013-04-07,2013-04-07,1,4.99,4.99,0,3
20420,2011-10-31,2013-03-04,4,4132.24,1033.06,490,3
20423,2011-11-15,2013-03-21,4,4177.74,1044.435,492,3
20424,2011-11-03,2013-03-16,4,4132.24,1033.06,499,3
20425,2011-11-19,2013-03-04,2,4118.26,2059.13,471,3
20426,2011-11-01,2013-03-09,3,4139.75,1379.9166666666667,494,3
20427,2011-11-25,2013-08-19,3,5314.25,1771.4166666666667,633,0
20429,2011-11-12,2013-08-28,4,5377.75,1344.4375,655,0
20430,2011-11-09,2013-07-26,3,6056.61,2018.87,625,0
20444,2011-11-27,2013-07-23,5,6085.59,1217.118,604,0
20445,2011-11-18,2013-07-23,4,6078.71,1519.6775,613,0
20446,2011-10-29,2013-07-18,3,6029.57,2009.8566666666666,628,0
20447,2011-10-30,2013-07-26,4,6035.599999999999,1508.8999999999999,635,0
20448,2011-11-19,2013-07-08,5,6044.59,1208.9180000000001,597,0
20450,2011-11-20,2013-07-10,2,6021.62,3010.81,598,3
20451,2011-11-17,2013-07-16,3,6054.22,2018.0733333333335,607,0
20452,2011-11-23,2013-07-11,6,6156.7,1026.1166666666666,596,0
20453,2013-02-01,2013-02-01,1,21.49,21.49,0,3
20454,2013-06-30,2013-06-30,2,23.779999999999998,11.889999999999999,0,1
20456,2011-11-12,2013-07-27,3,6029.57,2009.8566666666666,623,0
20460,2013-02-10,2013-02-10,1,21.49,21.49,0,3
20600,2011-11-01,2013-07-18,3,6056.61,2018.87,625,0
20602,2013-04-10,2013-04-10,3,80.47,26.823333333333334,0,3
20603,2013-04-22,2013-04-22,2,23.779999999999998,11.889999999999999,0,3
20604,2013-08-31,2013-08-31,2,93.49,46.745,0,1
20605,2013-04-25,2013-04-25,4,84.96000000000001,21.240000000000002,0,3
20606,2011-11-09,2013-07-19,3,6054.22,2018.0733333333335,618,0
20607,2013-12-15,2013-12-15,2,23.779999999999998,11.889999999999999,0,1
20608,2011-11-06,2013-07-27,4,6035.599999999999,1508.8999999999999,629,0
20609,2011-11-25,2013-07-04,6,6117.69,1019.6149999999999,587,0
20610,2011-11-10,2013-07-23,2,6021.62,3010.81,621,3
20611,2011-10-29,2013-07-28,2,6021.62,3010.81,638,3
20612,2011-11-20,2013-07-06,5,6060.5,1212.1,594,0
20613,2011-11-15,2013-07-15,3,6056.61,2018.87,608,0
20614,2011-11-12,2013-07-11,4,6035.599999999999,1508.8999999999999,607,0
20615,2011-11-19,2013-07-03,5,6060.5,1212.1,592,0
20616,2011-11-30,2013-07-03,5,6093.2,1218.6399999999999,581,0
20617,2011-12-20,2013-08-18,4,6058.21,1514.5525,607,0
20618,2013-03-05,2013-03-05,1,21.49,21.49,0,3
20619,2013-11-05,2013-11-05,3,74.98,24.993333333333336,0,1
20620,2011-12-19,2013-08-24,5,6044.59,1208.9180000000001,614,0
20621,2011-12-06,2013-08-07,6,6117.69,1019.6149999999999,610,0
20622,2011-12-25,2013-08-11,5,6139.59,1227.9180000000001,595,0
20623,2011-12-12,2013-08-24,5,6093.2,1218.6399999999999,621,0
20624,2011-12-17,2013-08-26,2,6021.62,3010.81,618,1
20625,2011-12-22,2013-08-08,3,6029.57,2009.8566666666666,595,0
20626,2011-12-08,2013-08-15,4,6038.5599999999995,1509.6399999999999,616,0
20627,2011-12-15,2013-08-23,5,6044.59,1208.9180000000001,617,0
20628,2011-12-13,2013-08-05,3,6056.61,2018.87,601,0
20629,2011-12-04,2013-07-31,5,6060.5,1212.1,605,0
20630,2013-11-01,2013-11-01,3,74.98,24.993333333333336,0,1
20631,2013-06-29,2013-06-29,4,71.96000000000001,17.990000000000002,0,2
20812,2011-12-08,2013-02-28,3,4127.25,1375.75,448,3
20814,2011-12-17,2013-03-14,5,4186.23,837.2459999999999,453,3
20815,2011-12-19,2013-03-06,2,4118.26,2059.13,443,3
20816,2011-12-18,2013-03-16,6,4228.72,704.7866666666667,454,3
20817,2011-12-06,2013-03-15,2,4118.26,2059.13,465,3
20818,2011-12-27,2013-03-15,6,4230.73,705.1216666666666,444,3
20819,2011-12-02,2013-03-13,3,4181.76,1393.92,467,3
20820,2011-11-30,2013-03-13,4,4143.74,1035.935,469,3
20821,2011-12-09,2013-03-29,2,4118.26,2059.13,476,3
20822,2011-12-20,2013-03-09,5,4134.53,826.906,445,3
20823,2011-12-28,2013-04-01,4,4216.75,1054.1875,460,3
20983,2011-12-15,2013-04-26,5,4178.73,835.7459999999999,498,3
20984,2011-12-07,2013-04-01,3,4153.25,1384.4166666666667,481,3
20985,2011-12-21,2013-04-05,2,4118.26,2059.13,471,3
20986,2013-10-05,2013-10-05,2,7.28,3.64,0,1
20987,2011-11-30,2013-04-15,4,4132.24,1033.06,502,3
20988,2011-12-03,2013-04-01,2,4118.26,2059.13,485,3
20989,2011-12-15,2013-04-27,4,4148.74,1037.185,499,3
20990,2011-12-21,2013-04-11,6,4196.22,699.37,477,0
20991,2011-12-05,2013-04-27,2,4118.26,2059.13,509,3
20992,2011-11-30,2013-04-05,3,4139.75,1379.9166666666667,492,3
20993,2011-11-30,2013-04-24,5,4262.04,852.408,511,3
20994,2011-11-30,2013-04-02,6,4191.72,698.62,489,3
20995,2011-11-29,2013-04-23,3,4127.25,1375.75,511,3
20996,2011-12-05,2013-04-12,5,4149.99,829.9979999999999,494,3
20997,2012-01-18,2013-04-06,5,2744.5225,548.9045,444,3
20998,2012-01-26,2013-04-24,6,2806.5125,467.7520833333333,454,3
20999,2012-01-03,2013-04-15,4,2735.5325,683.883125,468,3
21000,2012-01-25,2013-05-27,2,2721.5525,1360.77625,488,3
21001,2012-01-14,2013-04-30,3,3018.33,1006.11,472,3
21002,2012-01-03,2013-05-28,3,2992.33,997.4433333333333,511,3
21165,2012-01-28,2013-08-08,5,4673.8825,934.7764999999999,558,0
21166,2011-12-31,2013-08-09,5,4909.67,981.934,587,0
21167,2012-01-21,2013-08-28,3,4657.5125,1552.5041666666666,585,1
21168,2012-01-17,2013-08-21,2,4624.9125,2312.45625,582,1
21169,2012-01-28,2013-08-01,5,4647.8825,929.5764999999999,551,0
21170,2013-10-10,2013-10-10,3,74.98,24.993333333333336,0,1
21171,2013-05-06,2013-05-06,2,37.29,18.645,0,3
21172,2013-03-12,2013-03-12,3,42.28,14.093333333333334,0,3
21173,2011-12-31,2013-08-07,3,4659.9025,1553.3008333333335,585,1
21174,2013-09-19,2013-09-19,3,42.28,14.093333333333334,0,1
21175,2013-07-21,2013-07-21,1,35.0,35.0,0,1
21176,2013-01-30,2013-01-30,1,35.0,35.0,0,3
21177,2013-08-06,2013-08-06,2,39.99,19.995,0,1
21178,2013-08-12,2013-08-12,2,39.99,19.995,0,1
21179,2012-01-24,2013-08-10,5,4935.67,987.134,564,0
21180,2012-01-19,2013-08-05,2,3882.5525,1941.27625,564,1
21181,2013-09-14,2013-09-14,2,32.28,16.14,0,1
21182,2013-12-05,2013-12-05,2,32.28,16.14,0,1
21183,2012-01-05,2013-08-14,3,4657.5125,1552.5041666666666,587,1
21184,2013-08-27,2013-08-27,3,74.98,24.993333333333336,0,1
21186,2013-04-26,2013-04-26,1,35.0,35.0,0,3
21187,2013-07-01,2013-07-01,2,32.28,16.14,0,1
21188,2013-05-30,2013-05-30,4,123.96000000000001,30.990000000000002,0,3
21189,2012-01-26,2013-08-11,5,4208.3099999999995,841.6619999999999,563,0
21190,2013-02-08,2013-02-08,3,42.28,14.093333333333334,0,3
21191,2012-01-03,2013-08-22,3,4169.33,1389.7766666666666,597,1
21192,2012-01-18,2013-08-20,4,4229.32,1057.33,580,0
21193,2011-12-29,2013-09-01,5,3905.5225,781.1045,612,0
21194,2012-01-25,2013-09-07,4,3911.5325,977.883125,591,0
21195,2012-01-13,2013-08-29,2,4144.34,2072.17,594,1
21196,2013-08-26,2013-08-26,2,34.98,17.49,0,1
21197,2012-01-11,2013-09-08,3,3917.5425,1305.8475,606,1
21198,2013-10-01,2013-10-01,3,69.97,23.323333333333334,0,1
21199,2012-01-05,2013-09-16,2,4144.34,2072.17,620,1
21200,2012-01-01,2013-09-06,3,3932.5425,1310.8475,614,1
21201,2012-01-11,2013-08-15,3,4921.69,1640.5633333333333,582,1
21202,2012-01-27,2013-08-27,3,4632.8625,1544.2875000000001,578,1
21203,2012-01-25,2013-08-27,3,4633.9025,1544.6341666666667,580,1
21204,2013-09-22,2013-09-22,3,74.98,24.993333333333336,0,1
21205,2012-01-24,2013-08-04,2,4886.7,2443.35,558,1
21206,2011-12-31,2013-08-31,2,3882.5525,1941.27625,609,1
21207,2013-05-25,2013-05-25,4,123.96000000000001,30.990000000000002,0,3
21208,2013-04-28,2013-04-28,2,39.980000000000004,19.990000000000002,0,3
21209,2013-09-07,2013-09-07,2,39.99,19.995,0,1
21210,2013-03-24,2013-03-24,2,39.99,19.995,0,3
21211,2012-01-14,2013-08-16,4,4900.679999999999,1225.1699999999998,580,0
21212,2013-02-21,2013-02-21,3,74.98,24.993333333333336,0,3
21213,2013-10-26,2013-10-26,4,64.26,16.065,0,2
21214,2012-01-19,2013-09-04,3,4659.9025,1553.3008333333335,594,1
21215,2012-01-07,2013-09-15,2,4624.9125,2312.45625,617,1
21216,2012-01-08,2013-09-03,5,4935.67,987.134,604,0
21217,2012-02-18,2013-09-15,3,4659.9025,1553.3008333333335,575,1
21218,2012-02-12,2013-09-04,4,4661.5025,1165.375625,570,0
21219,2012-02-21,2013-09-22,5,4696.4925,939.2985000000001,579,0
21220,2013-03-30,2013-03-30,3,74.98,24.993333333333336,0,3
21221,2013-07-29,2013-07-29,1,29.99,29.99,0,1
21222,2012-02-15,2013-09-04,3,3936.5425,1312.1808333333333,567,1
21223,2013-03-25,2013-03-25,2,56.980000000000004,28.490000000000002,0,3
21224,2013-10-08,2013-10-08,3,42.28,14.093333333333334,0,1
21225,2012-02-06,2013-09-18,7,4732.8625,676.1232142857143,590,0
21226,2012-02-18,2013-09-07,4,4659.8025,1164.950625,567,0
21227,2013-09-24,2013-09-24,2,26.97,13.485,0,1
21228,2012-02-10,2013-08-29,3,3936.5425,1312.1808333333333,566,1
21229,2012-02-27,2013-09-20,3,4198.33,1399.4433333333334,571,1
21230,2012-02-06,2013-09-21,4,4171.62,1042.905,593,0
21231,2012-02-24,2013-10-20,3,3936.5425,1312.1808333333333,604,1
21232,2013-12-19,2013-12-19,2,39.980000000000004,19.990000000000002,0,1
21239,2013-06-30,2013-06-30,2,7.28,3.64,0,1
21248,2013-08-10,2013-08-10,2,34.98,17.49,0,1
21254,2013-02-11,2013-02-11,3,89.97,29.99,0,3
21255,2013-03-08,2013-03-08,2,32.28,16.14,0,3
21256,2012-02-16,2013-10-21,3,3917.5425,1305.8475,613,1
21257,2012-02-01,2013-10-13,2,4144.34,2072.17,620,1
21258,2012-02-04,2013-10-14,3,3936.5425,1312.1808333333333,618,1
21259,2012-02-07,2013-10-22,3,3907.5425,1302.5141666666666,623,1
21279,2013-08-01,2013-08-01,1,4.99,4.99,0,1
21283,2013-04-14,2013-04-14,5,124.94000000000001,24.988000000000003,0,3
21359,2012-02-14,2013-05-21,5,3032.31,606.462,462,3
21360,2013-09-09,2013-09-09,3,93.97,31.323333333333334,0,1
21361,2012-02-15,2013-04-30,4,2997.3199999999997,749.3299999999999,440,3
21363,2013-04-27,2013-04-27,1,4.99,4.99,0,3
21365,2013-04-27,2013-04-27,2,7.28,3.64,0,3
21366,2013-02-01,2013-02-01,2,39.980000000000004,19.990000000000002,0,3
21367,2013-02-21,2013-02-21,2,7.28,3.64,0,3
21370,2013-07-16,2013-07-16,2,39.980000000000004,19.990000000000002,0,1
21371,2013-07-06,2013-07-06,2,7.28,3.64,0,1
21372,2013-08-21,2013-08-21,4,74.96000000000001,18.740000000000002,0,2
21373,2013-03-12,2013-03-12,3,15.23,5.076666666666667,0,3
21374,2013-03-11,2013-03-11,2,7.28,3.64,0,3
21375,2013-03-02,2013-03-02,2,39.980000000000004,19.990000000000002,0,3
21376,2013-08-25,2013-08-25,1,4.99,4.99,0,1
21377,2013-06-04,2013-06-04,1,69.99,69.99,0,1
21378,2013-07-17,2013-07-17,2,78.97999999999999,39.489999999999995,0,1
21379,2012-02-14,2013-05-21,3,2992.33,997.4433333333333,462,3
21380,2012-02-11,2013-05-02,4,2735.5325,683.883125,446,3
21381,2013-11-13,2013-11-13,1,69.99,69.99,0,1
21382,2013-02-09,2013-02-09,1,69.99,69.99,0,3
21383,2013-10-31,2013-10-31,1,69.99,69.99,0,1
21384,2012-02-17,2013-05-23,6,2921.0225,486.83708333333334,461,2
21387,2012-02-03,2013-05-28,4,2745.3325,686.333125,480,3
21389,2012-02-05,2013-05-02,5,2770.5225,554.1045,452,3
21390,2013-12-08,2013-12-08,2,32.28,16.14,0,1
21391,2013-02-05,2013-02-05,1,29.99,29.99,0,3
21392,2013-11-17,2013-11-17,1,29.99,29.99,0,1
21393,2012-02-03,2013-09-14,5,4925.17,985.034,589,0
21394,2012-01-31,2013-09-10,3,4657.5125,1552.5041666666666,588,1
21402,2012-02-20,2013-09-16,2,4624.9125,2312.45625,574,1
21403,2012-02-09,2013-09-20,3,4895.69,1631.8966666666665,589,1
21404,2012-02-21,2013-09-03,4,4684.3925,1171.098125,560,0
21405,2013-06-27,2013-06-27,3,74.98,24.993333333333336,0,1
21406,2013-03-18,2013-03-18,3,74.98,24.993333333333336,0,3
21407,2013-01-28,2013-01-28,3,42.28,14.093333333333334,0,3
21408,2012-02-09,2013-09-02,2,4624.9125,2312.45625,571,1
21409,2013-04-24,2013-04-24,1,35.0,35.0,0,3
21418,2012-02-09,2013-09-23,3,4659.9025,1553.3008333333335,592,1
21551,2013-08-02,2013-08-02,1,29.99,29.99,0,1
21552,2012-02-10,2013-09-20,2,4624.9125,2312.45625,588,1
21553,2012-02-28,2013-09-05,4,4666.5025,1166.625625,555,0
21554,2013-08-25,2013-08-25,3,74.98,24.993333333333336,0,1
21555,2012-02-20,2013-09-12,5,4715.4925,943.0985000000001,570,0
21556,2012-02-04,2013-09-13,4,4930.679999999999,1232.6699999999998,587,0
21557,2012-02-27,2013-09-23,2,4886.7,2443.35,574,1
21558,2012-02-22,2013-09-06,3,4919.3,1639.7666666666667,562,1
21559,2012-02-17,2013-09-17,4,4900.679999999999,1225.1699999999998,578,0
21560,2012-02-19,2013-09-15,5,4702.3925,940.4784999999999,574,0
21561,2012-01-30,2013-08-29,5,4947.78,989.5559999999999,577,0
21562,2012-03-21,2013-10-14,3,4632.8625,1544.2875000000001,572,1
21563,2013-03-01,2013-03-01,2,39.99,19.995,0,3
21564,2013-05-10,2013-05-10,3,74.98,24.993333333333336,0,3
21565,2013-02-17,2013-02-17,3,48.980000000000004,16.326666666666668,0,3
21566,2013-02-24,2013-02-24,3,42.28,14.093333333333334,0,3
21567,2012-03-10,2013-10-26,5,4973.28,994.656,595,0
21568,2012-03-03,2013-10-28,4,4659.8025,1164.950625,604,0
21569,2012-03-24,2013-10-21,6,4960.16,826.6933333333333,576,0
21570,2012-03-16,2013-10-27,6,4705.4825,784.2470833333333,590,0
21571,2012-03-12,2013-09-30,2,4624.9125,2312.45625,567,1
21572,2012-03-07,2013-10-23,3,4659.9025,1553.3008333333335,595,1
21573,2013-08-09,2013-08-09,3,61.97,20.656666666666666,0,1
21871,2013-12-04,2013-12-04,1,29.99,29.99,0,1
21872,2013-09-17,2013-09-17,2,34.98,17.49,0,1
21873,2012-03-23,2013-10-25,4,4661.5025,1165.375625,581,0
21874,2012-03-18,2013-10-23,4,4638.8925,1159.723125,584,0
21875,2012-03-02,2013-10-28,3,4921.69,1640.5633333333333,605,1
21876,2012-03-21,2013-10-03,5,4663.3825,932.6764999999999,561,0
21877,2012-03-17,2013-10-20,2,4624.9125,2312.45625,582,1
21878,2012-03-13,2013-10-01,5,4663.7925,932.7584999999999,567,0
21879,2013-10-14,2013-10-14,1,35.0,35.0,0,1
21880,2013-08-31,2013-08-31,2,39.99,19.995,0,1
21881,2013-09-18,2013-09-18,4,128.97,32.2425,0,2
21882,2012-03-29,2013-10-23,2,4886.7,2443.35,573,1
21883,2013-02-02,2013-02-02,3,42.28,14.093333333333334,0,3
21884,2013-10-06,2013-10-06,3,74.98,24.993333333333336,0,1
21885,2012-03-16,2013-10-07,4,4641.8525,1160.463125,570,0
21886,2012-03-11,2013-10-06,5,4696.4925,939.2985000000001,574,0
21887,2013-02-04,2013-02-04,2,39.99,19.995,0,3
21888,2012-03-05,2013-10-03,5,4925.58,985.116,577,0
21889,2012-03-10,2013-10-02,2,4624.9125,2312.45625,571,1
21890,2013-07-27,2013-07-27,2,39.99,19.995,0,1
21891,2012-03-17,2013-10-18,3,4921.69,1640.5633333333333,580,1
21892,2012-03-08,2013-10-28,3,4921.69,1640.5633333333333,599,1
21893,2012-03-02,2013-10-27,5,4663.7925,932.7584999999999,604,0
21894,2012-03-25,2013-10-03,2,4624.9125,2312.45625,557,1
21895,2012-03-05,2013-10-25,3,4657.5125,1552.5041666666666,599,1
21896,2013-06-06,2013-06-06,3,74.98,24.993333333333336,0,3
21897,2012-03-28,2013-10-04,5,4909.67,981.934,555,0
21898,2013-11-02,2013-11-02,3,74.98,24.993333333333336,0,1
21899,2012-03-03,2013-10-09,5,4663.7925,932.7584999999999,585,0
21943,2012-03-23,2013-10-05,2,4624.9125,2312.45625,561,1
21944,2012-03-15,2013-10-08,4,4713.8925,1178.473125,572,0
21945,2012-03-02,2013-10-19,2,4886.7,2443.35,596,1
21946,2012-03-09,2013-11-16,4,4659.8025,1164.950625,617,0
21947,2012-03-23,2013-11-05,3,4632.8625,1544.2875000000001,592,1
21948,2012-03-03,2013-11-03,2,4886.7,2443.35,610,1
21949,2012-03-24,2013-11-25,3,4659.9025,1553.3008333333335,611,1
21950,2012-03-13,2013-11-26,4,4900.679999999999,1225.1699999999998,623,0
21951,2012-03-07,2013-11-14,4,4923.29,1230.8225,617,0
21952,2013-05-28,2013-05-28,4,99.47,24.8675,0,3
21953,2013-04-21,2013-04-21,1,35.0,35.0,0,3
21955,2012-03-15,2013-11-22,4,4900.679999999999,1225.1699999999998,617,0
21956,2012-03-12,2013-11-09,3,4632.8625,1544.2875000000001,607,1
21957,2012-03-08,2013-11-28,3,4919.3,1639.7666666666667,630,1
21958,2012-03-24,2013-11-22,5,4696.4925,939.2985000000001,608,0
21959,2012-03-16,2013-11-09,5,4702.3925,940.4784999999999,603,0
21960,2013-09-13,2013-09-13,2,39.99,19.995,0,1
21961,2013-03-02,2013-03-02,3,42.28,14.093333333333334,0,3
21962,2013-02-27,2013-02-27,1,35.0,35.0,0,3
21963,2013-05-05,2013-05-05,2,39.99,19.995,0,3
21964,2013-09-22,2013-09-22,3,103.49000000000001,34.49666666666667,0,1
21965,2013-11-17,2013-11-17,4,99.47,24.8675,0,2
21966,2012-04-17,2013-11-26,3,4659.9025,1553.3008333333335,588,1
21967,2013-11-30,2013-11-30,4,123.96000000000001,30.990000000000002,0,2
21968,2012-04-11,2013-11-22,5,4722.8825,944.5764999999999,590,0
21969,2012-04-27,2013-11-27,7,4759.4725,679.9246428571429,579,0
21970,2013-11-15,2013-11-15,2,32.28,16.14,0,1
21971,2013-07-12,2013-07-12,2,32.28,16.14,0,1
21972,2013-05-28,2013-05-28,3,40.23,13.409999999999998,0,3
21973,2013-11-26,2013-11-26,2,56.97,28.485,0,1
21974,2012-04-28,2013-11-20,5,4925.17,985.034,571,0
21975,2013-12-28,2013-12-28,2,85.48,42.74,0,1
21976,2012-04-01,2013-10-17,3,4198.33,1399.4433333333334,564,1
21977,2013-06-11,2013-06-11,3,74.98,24.993333333333336,0,3
21978,2013-04-22,2013-04-22,2,37.29,18.645,0,3
21979,2012-04-09,2013-10-06,3,3936.5425,1312.1808333333333,545,1
21980,2012-04-05,2013-10-21,6,4334.61,722.435,564,0
21981,2013-11-10,2013-11-10,2,75.97,37.985,0,1
21982,2012-04-25,2013-10-12,2,3882.5525,1941.27625,535,1
21983,2012-04-01,2013-11-11,2,4144.34,2072.17,589,1
21984,2012-04-12,2013-11-02,5,4175.61,835.122,569,0
21985,2012-04-04,2013-11-10,3,3936.5425,1312.1808333333333,585,1
21986,2012-04-09,2013-11-14,2,3882.5525,1941.27625,584,1
21987,2012-04-27,2013-11-08,4,4638.8925,1159.723125,560,0
21988,2013-11-22,2013-11-22,1,35.0,35.0,0,1
21989,2013-03-26,2013-03-26,1,35.0,35.0,0,3
21990,2013-04-06,2013-04-06,4,99.47,24.8675,0,3
21992,2013-12-28,2013-12-28,5,184.26,36.852,0,2
21993,2013-03-08,2013-03-08,3,74.98,24.993333333333336,0,3
21994,2012-04-01,2013-11-21,3,4659.9025,1553.3008333333335,599,1
21995,2013-08-17,2013-08-17,2,37.29,18.645,0,1
21996,2012-04-14,2013-11-20,5,3946.5225,789.3045,585,0
21997,2013-11-03,2013-11-03,2,39.99,19.995,0,1
21998,2013-07-14,2013-07-14,2,56.980000000000004,28.490000000000002,0,1
21999,2012-04-22,2013-10-29,3,4921.69,1640.5633333333333,555,1
22000,2012-04-10,2013-11-02,5,4663.7925,932.7584999999999,571,0
22001,2013-05-04,2013-05-04,3,74.98,24.993333333333336,0,3
22002,2013-08-29,2013-08-29,2,78.97999999999999,39.489999999999995,0,1
22003,2013-07-07,2013-07-07,2,56.97,28.485,0,1
22004,2012-04-09,2013-10-29,3,3917.5425,1305.8475,568,1
22005,2013-12-27,2013-12-27,4,135.46,33.865,0,2
22006,2013-03-18,2013-03-18,3,42.28,14.093333333333334,0,3
22017,2013-06-05,2013-06-05,1,69.99,69.99,0,1
22018,2013-06-12,2013-06-12,2,76.97,38.485,0,3
22020,2013-09-26,2013-09-26,2,56.97,28.485,0,1
22028,2013-02-02,2013-02-02,1,69.99,69.99,0,3
22029,2013-12-13,2013-12-13,2,30.97,15.485,0,1
22030,2012-04-19,2013-11-27,2,4144.34,2072.17,587,1
22031,2012-04-13,2013-11-20,4,3896.5325,974.133125,586,0
22032,2012-04-06,2013-11-01,2,3882.5525,1941.27625,574,1
22033,2012-04-11,2013-11-14,3,3917.5425,1305.8475,582,1
22064,2013-02-16,2013-02-16,1,69.99,69.99,0,3
22065,2013-02-26,2013-02-26,1,69.99,69.99,0,3
22147,2013-08-24,2013-08-24,1,69.99,69.99,0,1
22148,2013-06-22,2013-06-22,1,69.99,69.99,0,1
22150,2013-03-11,2013-03-11,1,69.99,69.99,0,3
22151,2013-09-08,2013-09-08,2,133.49,66.745,0,1
22155,2013-09-07,2013-09-07,1,69.99,69.99,0,1
